sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_255938,蒋介石,宋美龄,师永刚 ， 世纪 华人 画传 丛书 》 的 策划 与 发起者 、 曾 策划 编著 的 《 宋美龄 画传 》 、 《 蒋介石 图传 》 、 《 邓丽君 画传 》 、 《 切 ？,师永刚  世纪 华人 画传 丛书  策划 发起者  策划 编著  人物二 画传    人物一 图传    邓丽君 画传    切,1
TRAIN_SENT_ID_268236,王小利,李琳,《 幸福 的 我们 俩 》 是 王小利 、 李琳 演唱 的 一首 歌曲 。,幸福 俩  人物一  人物二 演唱 一首 歌曲,1
TRAIN_SENT_ID_256814,朱军,谭梅,朱军 和 谭梅,人物一 人物二,1
TRAIN_SENT_ID_262841,熊美玲,林秋离,No.170 爱像 不听话 的 天空 林秋离 熊美玲 叶蕴仪,爱像 不听话 天空 人物二 人物一 叶蕴仪,1
TRAIN_SENT_ID_278703,叶一茜,田亮,此情此景 ， 田亮 借机 深情 告白 ， 将 所有 荣耀 与 叶一茜 分享 。,此情此景  人物二 借机 深情 告白  荣耀 人物一 分享,1
TRAIN_SENT_ID_283057,余克稷,张瑞芳,"张瑞芳 觉得 , 他 的 信比 余克稷 更 有 魅力 。",人物二 觉得  信比 人物一 更 魅力,1
TRAIN_SENT_ID_282573,赵一楠,马丽娟,妻子 马丽娟 ， 辽宁省 戏校 教师 ， 育有 一对 龙凤 双胞胎 ： 赵一楠 和 赵一涵 。,妻子 人物二  辽宁省 戏校 教师  育有 一对 龙凤 双胞胎  人物一 赵一涵,-1
TRAIN_SENT_ID_284191,谭俊彦,狄龙,奇幻 主演 ： 海清 ， 霍建华 ， 狄龙 ， 谭俊彦 ，,奇幻 主演  海清  霍建华  人物二  人物一,-1
TRAIN_SENT_ID_273535,殷素素,张翠山,奇怪的是 ， 殷素素 却 “ 拔出 佩剑 ， 倒转 剑柄 递给 张翠山 ” 要 他杀 自己 。,奇怪的是  人物一  拔出 佩剑  倒转 剑柄 递给 人物二  他杀,1
TRAIN_SENT_ID_262788,熊美玲,林秋离,45 ． 谢谢 你 的 爱 林秋离 词 、 熊美玲 曲,． 谢谢 爱 人物二 词  人物一 曲,1
TRAIN_SENT_ID_269235,陆雪琪,张小凡,而 对 张小凡 、 陆雪琪 等 人 表示 不屑 。,人物二  人物一 表示 不屑,1
TRAIN_SENT_ID_275960,夏东海,夏雨,夏东海 大发雷霆 ， 罚 夏雨 手洗 床单 。,人物一 大发雷霆  罚 人物二 手洗 床单,-1
TRAIN_SENT_ID_255902,蒋介石,宋美龄,蒋介石 之所以 要 办理 完整 的 法律 手续 ， 主要 还是 为了 满足 宋美龄 的 要求 。,人物一 办理 完整 法律 手续  主要 满足 人物二 要求,1
TRAIN_SENT_ID_281792,陈杏妍,陈勋奇,主演 ： 陈勋奇 陈杏妍,主演  人物二 人物一,-1
TRAIN_SENT_ID_265037,李铭顺,范文芳,主演 ： 李铭顺 、 范文芳 、 吴家丽 、 连凯 、 温峥嵘 、 郑安伦 、 刘威 、 王惠 春 、 葛蕾,主演  人物一  人物二  吴家丽  连凯  温峥嵘  郑安伦  刘威  王惠 春  葛蕾,1
TRAIN_SENT_ID_274648,傅敏,傅雷,作者 ： 傅雷 著 ， 傅敏 编,作者  人物二 著  人物一 编,-1
TRAIN_SENT_ID_271035,江枫,花月奴,可 千不该 万不该 的 ， 江枫 爱上 了 她 的 奴婢 花月奴 。,千不该 万不该  人物一 爱上 奴婢 人物二,1
TRAIN_SENT_ID_274022,白素,卫斯理,003 卫斯理 与 白素 004 妖火 005 真菌 之 毁灭,人物二 人物一  妖火  真菌 毁灭,1
TRAIN_SENT_ID_268783,张翠山,张无忌,殷素素 与 张翠山 在 冰火 岛上 结为夫妇 ， 并 诞下 一子 张无忌 。,殷素素 人物一 冰火 岛上 结为夫妇  诞下 一子 人物二,-1
TRAIN_SENT_ID_271968,林丹,谢杏芳,谢杏芳 林丹 の 姐弟恋,人物二 人物一 の 姐弟恋,1
TRAIN_SENT_ID_283135,崔宏,崔浩,祖父 ： 崔潜 崔浩 父母 : 父 ： 崔宏,祖父  崔潜 人物二 父母  父  人物一,-1
TRAIN_SENT_ID_276350,岳灵珊,林平之,林平之 不是 完全 感觉 不到 岳灵珊 对 自己 的 感情 。,人物二 完全 感觉 不到 人物一 感情,1
TRAIN_SENT_ID_262699,杨不悔,纪晓芙,10 灭绝师太 、 杨逍 、 纪晓芙 、 杨不悔 和 殷梨亭 / 179,灭绝师太  杨逍  人物二  人物一 殷梨亭,-1
TRAIN_SENT_ID_263871,刘嘉玲,梁朝伟,郑少秋 汪明荃 梁朝伟 戚美珍 林颖娴 李美凤 邱淑贞 吕良伟 黎美娴 刘嘉玲 等,郑少秋 汪明荃 人物二 戚美珍 林颖娴 李美凤 邱淑贞 吕良伟 黎美娴 人物一,1
TRAIN_SENT_ID_277555,柴绍,平阳公主,《 旧唐书 》 卷 五十八 列传 第八 柴绍 传 （ 附 平阳公主 马三宝 ） （ 五代 · 刘昫 纂 ）,旧唐书  卷 五十八 列传 第八 人物一 传  附 人物二 马三宝   五代  刘昫 纂,1
TRAIN_SENT_ID_260330,穆桂英,杨宗保,穆桂英 为 救 自己 所爱 的 人 ， 投降 大宋 ， 并 献上 降龙木 ， 大破 天门 阵 ， 立功 救 下 杨宗保 。,人物一 救 所爱  投降 大宋  献上 降龙木  大破 天门 阵  立功 救 人物二,1
TRAIN_SENT_ID_282960,王晓蓉,王中磊,王中磊 和 王晓蓉 的 交往 ， 遭到 双方 父母 的 反对 。,人物二 人物一 交往  遭到 双方 父母 反对,1
TRAIN_SENT_ID_268183,樊梨花,薛丁山,其中 的 薛丁山 三请 樊梨花 最为 哙 灸 人口 ， 被 戏曲 、 曲艺 等 艺术 形式 广为 传唱 流传 不衰 。,人物二 三请 人物一 最为 哙 灸 人口  戏曲  曲艺 艺术 形式 广为 传唱 流传 不衰,1
TRAIN_SENT_ID_285440,祖可法,祖大寿,祖可法 家族 人员 : 养父 ： 祖大寿,人物一 家族 人员  养父  人物二,-1
TRAIN_SENT_ID_285456,聂风,聂人王,由于 聂风 错信 断浪 ， 把 亲人 交给 断浪 看管 ， 聂人王 与 颜盈 最终 皆 被 断浪 杀死 。,人物一 错信 断浪  亲人 交给 断浪 看管  人物二 颜盈 最终 皆 断浪 杀死,-1
TRAIN_SENT_ID_272878,杨威,杨云,杨威 的 出现 不仅 让 杨云 感动 万分 。,人物一 出现 人物二 感动 万分,1
TRAIN_SENT_ID_286751,武顺,贺兰越石,"3 、 姐 ： 武顺 , 嫁 贺兰越石 ( 或作 安石 )",姐  人物一  嫁 人物二  或作 安石,1
TRAIN_SENT_ID_270617,赵宏博,申雪,( 2010.2 . 16 被 申雪 赵宏博 打破 ）,人物二 人物一 打破,1
TRAIN_SENT_ID_262819,熊美玲,林秋离,No.99 看不清 自己 的 心 林秋离 熊美玲 胡瓜,看不清 心 人物二 人物一 胡瓜,1
TRAIN_SENT_ID_257259,纪晓芙,殷梨亭,【 有 又 请问 殷梨亭 为什么 写 纪晓芙 呢 ？,请问 人物二 写 人物一,1
TRAIN_SENT_ID_283759,慕容顺,伏允,老 伏允 逃奔 突伦川 慕容顺 被 弑 吐谷浑,老 人物二 逃奔 突伦川 人物一 弑 吐谷浑,-1
TRAIN_SENT_ID_281397,沈安若,程少臣,其实 沈安若 要 的 不过 是 一份 安全感 ， 而 程少臣 要 的 只是 被 在乎 。,其实 人物一 一份 安全感  人物二 在乎,1
TRAIN_SENT_ID_250294,秦始皇,胡亥,1 秦朝 （ 嬴姓 ） ： 秦始皇 嬴政 （ 亦 作 “ 嬴 正 ” ） ， 秦二世 嬴 胡亥,秦朝  嬴姓   人物一 嬴政  作  嬴 正    秦二世 嬴 人物二,-1
TRAIN_SENT_ID_284813,李华,郑万钧,李华 夫 : 郑万钧 。,人物一 夫  人物二,1
TRAIN_SENT_ID_272823,谢烨,顾城,顾城 与 谢烨,人物二 人物一,1
TRAIN_SENT_ID_258382,张兆和,沈从文,张兆和 致 沈从文 之一,人物一 人物二,1
TRAIN_SENT_ID_249993,张无忌,赵敏,好比 智慧 美貌 都 让 人 惊叹 的 郡主 赵敏 ， 也 只有 她 ， 能够 将 堂堂 明教 教主 张无忌 修整 得 服服帖帖 。,好比 智慧 美貌 惊叹 郡主 人物二   能够 堂堂 明教 教主 人物一 修整 服服帖帖,1
TRAIN_SENT_ID_252248,秦嘉,徐淑,秦嘉 和 徐淑 的 诗 ， 受到 了 我国 历代 诗论家 和 诗选 家 的 称赞 ， 也 得到 历代 读者 的 尊敬 。,人物一 人物二 诗  我国 历代 诗论家 诗选 家 称赞  得到 历代 读者 尊敬,1
TRAIN_SENT_ID_270753,梁萧,花晓霜,花晓霜 再次出现 ， 梁萧 决意 与 她 行医 天下 。,人物二 再次出现  人物一 决意 行医 天下,1
TRAIN_SENT_ID_274137,汤国梨,章太炎,夫人 汤国梨 用红 、 黄 、 蓝 、 白 、 黑 五色 丝绸 ， 按 五色旗 的 顺序排列 在 棺 内 ， 为 章太炎 结爻 。,夫人 人物一 用红  黄  蓝  白  黑 五色 丝绸  五色旗 顺序排列 棺  人物二 结爻,1
TRAIN_SENT_ID_282667,蔡琬,高其倬,《 鱼游 春水 》 — — 清 · 高其倬 · 蔡琬,鱼游 春水    清  人物二  人物一,1
TRAIN_SENT_ID_277091,浦安修,彭德怀,彭德怀 看到 浦安修 被 蹂躏 得 失去 形体 ， 心如刀绞 ， 发疯 似的 呼喊 ： “ 你们 打 我 吧 ！,人物二 看到 人物一 蹂躏 失去 形体  心如刀绞  发疯 呼喊,1
TRAIN_SENT_ID_272725,徐天宏,周绮,武 诸葛 变成 了 傻 女婿 ， 又 是 一桩 徐天宏 和 周绮 2 美事 趣事 。,武 诸葛 变成 傻 女婿  一桩 人物一 人物二  美事 趣事,1
TRAIN_SENT_ID_281702,李惠文,朱李月华,朱李月华 打理 的 黄金 集团 由 李惠文 创办 ， 旗下 的 博彩 业务 也 是 由 澳门 博彩 分拆 出来 的 ， 何李 两家 交情 之深 可见一斑 。,人物二 打理 黄金 集团 人物一 创办  旗下 博彩 业务 澳门 博彩 分拆  何李 两家 交情 之深 可见一斑,-1
TRAIN_SENT_ID_258634,刘禅,刘备,8 蜀汉 ： 汉昭烈 帝 刘备 ， 后主 刘禅 。,蜀汉  汉昭烈 帝 人物二  后主 人物一,-1
TRAIN_SENT_ID_268549,潘金莲,武大郎,武大郎 和 潘金莲 无法 在 清河县 立足 ， 不得不 搬 到 邻县 阳谷县 。,人物二 人物一 无法 清河县 立足  不得不 搬 邻县 阳谷县,1
TRAIN_SENT_ID_251056,尤三姐,柳湘莲,尤三姐 与 柳湘莲 :,人物一 人物二,1
TRAIN_SENT_ID_275417,董祀,蔡文姬,从 宋人 苏轼 到 今人 范文澜 、 郭沫若 、 刘大杰 等 都 对 《 后汉书 · 董祀 传 》 所 著录 的 两章 《 悲愤 诗 》 表示 怀疑 ， 认为 不是 出于 蔡文姬 之手 。,宋人 苏轼 今人 范文澜  郭沫若  刘大杰  后汉书  人物一 传  著录 两章  悲愤 诗  表示 怀疑  认为 人物二 之手,1
TRAIN_SENT_ID_272844,杨威,杨云,其实 仔细 想来 ， 杨威 和 杨云 如此 高调 的 宣传 婚姻 也 有 他们 自己 的 理由 。,其实 仔细 想来  人物一 人物二 高调 宣传 婚姻 理由,1
TRAIN_SENT_ID_258366,张兆和,沈从文,他 和 张兆和 商定 写信 报告 旅途 的 情况 ， 这些 书信 后来 结集 为 《 湘行 书简 》 ， 沈从文 的 《 湘行 散记 》 正是 根据 这些 书简 写成 的 。,人物一 商定 写信 报告 旅途 情况  书信 后来 结集  湘行 书简   人物二  湘行 散记  书简 写成,1
TRAIN_SENT_ID_277870,张无忌,张翠山,张无忌 与 其父 张翠山 一样 ， 还 缺少 一种 大 英雄 的 光彩 。,人物一 其父 人物二  缺少 一种 英雄 光彩,-1
TRAIN_SENT_ID_268383,秦始皇,扶苏,秦始皇 帝 得到 消息 ， 不觉 大怒 ， 屠睢 丧师辱国 ， 奈何 身死 ， 始皇帝 欲 追究 赵佗 救援 不利 之罪 ， 公子 扶苏 和 众人 劝解 ， 始皇帝 遂 作罢 。,人物一 帝 得到 消息  不觉 大怒  屠睢 丧师辱国  奈何 身死  始皇帝 欲 追究 赵佗 救援 不利 之罪  公子 人物二 众人 劝解  始皇帝 遂 作罢,-1
TRAIN_SENT_ID_284437,孙小宝,金玲,蹦迪 八大 扯 主持人 : 孙小宝 金玲,蹦迪 八大 扯 主持人  人物一 人物二,1
TRAIN_SENT_ID_286042,贾敏,贾代善,贾母 ， 金陵 世勋 史侯 之女 ， 荣国公 贾代善 之妻 ， 贾赦 、 贾政 、 贾敏 之母 。,贾母  金陵 世勋 史侯 之女  荣国公 人物二 之妻  贾赦  贾政  人物一 之母,-1
TRAIN_SENT_ID_274798,丁玲,胡也频,文化 活动 频繁 ， 丁玲 、 胡也频 、 沈从文 、 徐志摩 、 萧红 、 萧军 等 作家 诗人 都 曾 在 境内 从事 创作 活动 。,文化 活动 频繁  人物一  人物二  沈从文  徐志摩  萧红  萧军 作家 诗人 境内 从事 创作 活动,1
TRAIN_SENT_ID_279234,长孙无极,孟扶摇,看 孟扶摇 噙 一抹 苦笑 沉入 睡眠 ， 长孙无极 伸手 ， 缓缓 抵在 她 后心 ， 闭目 ， 真 气流 转 一周 ， 在 她 丹田 之内 飞速 的 转过 一圈 。,人物二 噙 一抹 苦笑 沉入 睡眠  人物一 伸手  缓缓 抵在 后心  闭目  真 气流 转 一周  丹田 之内 飞速 转过 一圈,1
TRAIN_SENT_ID_285652,黄兆函,黄宏,编剧 ： 王宏 、 张振彬 、 黄兆函 、 黄宏,编剧  王宏  张振彬  人物一  人物二,-1
TRAIN_SENT_ID_256178,蒋介石,宋美龄,宋美龄 同 蒋介石 是 怎么 认识 的,人物二 人物一 认识,1
TRAIN_SENT_ID_256177,蒋介石,宋美龄,宋美龄 为 蒋介石 祈祷 上帝 / 224,人物二 人物一 祈祷 上帝,1
TRAIN_SENT_ID_266724,郭登峰,郭美美,狼 辟谣 访问 澄清 : 1 、 郭美美 之母 郭登峰 接受 郎咸平 访问 ， 声称 自己 是 靠 “ 炒股 致富 ” ， 拥有 百万 身家 。,狼 辟谣 访问 澄清    人物二 之母 人物一 接受 郎咸平 访问  声称  炒股 致富   拥有 百万 身家,-1
TRAIN_SENT_ID_249409,后稷,姜嫄,李贤 注 ： “ 三母 ， 谓 后稷 母 姜嫄 ， 文 王母 大 任 ， 武 王母 大 姒 也 。 ”,李贤 注   三母  谓 人物一 母 人物二  文 王母  武 王母 姒,-1
TRAIN_SENT_ID_259419,贾兰,李纨,1 、 在 稻香村 见到 李纨 及 贾兰 。,稻香村 见到 人物二 人物一,-1
TRAIN_SENT_ID_279467,谭梅,朱军,朱军 的 太太 谭梅 向 我们 微笑 。,人物二 太太 人物一 微笑,1
TRAIN_SENT_ID_260837,贾珍,贾蓉,《 红楼梦 》 第一 ○ 二回 ： “ 贾珍 方好 ， 贾蓉 等 相继 而病 。,红楼梦  第一 ○ 二回   人物一 方好  人物二 相继 而病,-1
TRAIN_SENT_ID_271966,林丹,谢杏芳,虽然 成名 后 林丹 送 谢杏芳 的 都 是 路 虎 、 十万元 级 的 名表 等 礼物 。,成名 人物一 送 人物二 路 虎  十万元 级 名表 礼物,1
TRAIN_SENT_ID_256820,朱军,谭梅,那时 朱军 每月 的 工资 几乎 都 花 在 了 长途电话 费上 ， 后来 谭梅 考上 了 解放军艺术学院 ， 小两口 终于 在 北京 团聚 。,人物一 每月 工资 几乎 花 长途电话 费上  后来 人物二 考上 解放军艺术学院  小两口 终于 北京 团聚,1
TRAIN_SENT_ID_276546,孔子,亓官氏,"绥 曰 ： "" 孔子 妇姓 亓官氏 。",绥 曰   人物一 妇姓 人物二,1
TRAIN_SENT_ID_267498,宋霭龄,孔祥熙,孔家 子女 十分 精明 ， 他们 将 从 孔祥熙 、 宋霭龄 那里 继承 的 大笔 遗产 ， 拿来 投资 到 石油 、 建筑 、 股票 、 期货 、 批发 等 行业 ， 结果 发了 大财 。,孔家 子女 十分 精明  人物二  人物一 继承 大笔 遗产  拿来 投资 石油  建筑  股票  期货  批发 行业  发了 大财,1
TRAIN_SENT_ID_279535,李芳远,李成桂,在 太祖 李成桂 建立 国家 后 ， 围绕 王位 ， 后代 们 展开 了 激烈 的 行为 ， 太宗 李芳远 发动 了 第一次 王子 之乱 和 第二次 王子 之乱 顺利 夺下 了 宝座,太祖 人物二 建立 国家  围绕 王位  后代 展开 激烈 行为  太宗 人物一 发动 第一次 王子 之乱 第二次 王子 之乱 顺利 夺下 宝座,-1
TRAIN_SENT_ID_274802,丁玲,胡也频,丁玲 致 胡也频,人物一 人物二,1
TRAIN_SENT_ID_284372,红玉,贾芸,《 红楼梦 》 第二 六 回 ： “ 那 贾芸 一面 走 ， 一面 拿眼 把 红玉 一溜 。 ”,红楼梦  第二 六 回   人物二 一面 走  一面 拿眼 人物一 一溜,1
TRAIN_SENT_ID_257261,纪晓芙,殷梨亭,10 灭绝师太 、 杨逍 、 纪晓芙 、 杨不悔 和 殷梨亭 / 179,灭绝师太  杨逍  人物一  杨不悔 人物二,1
TRAIN_SENT_ID_260293,穆桂英,杨宗保,剧情 梗概 : 穆桂英 挂帅 ， 命 杨宗保 为 先行 。,剧情 梗概  人物一 挂帅  命 人物二 先行,1
TRAIN_SENT_ID_257695,许晋亨,何超琼,何超琼 = 许晋亨,人物二  人物一,1
TRAIN_SENT_ID_260369,穆桂英,杨宗保,穆桂英 杨宗保 大破 天门 阵 ( 1957 ) ....,人物一 人物二 大破 天门 阵,1
TRAIN_SENT_ID_284319,薛葵,薛刚,（ 四 兵士 、 四 女兵 、 韩龙 、 韩虎 、 薛葵 、 纪鸾英 、 薛刚 同 上 。 ）,四 兵士  四 女兵  韩龙  韩虎  人物一  纪鸾英  人物二,-1
TRAIN_SENT_ID_267114,公子羽,明月心,恬妮版 明月心 放弃 灵魂 ， 也 仅仅 是 为了 三个 字 的 代号 — — 公子羽 ， 这种 牺牲 是 令人 心痛 的 。,恬妮版 人物二 放弃 灵魂  仅仅 三个 字 代号   人物一  这种 牺牲 令人 心痛,1
TRAIN_SENT_ID_251338,廖仲恺,何香凝,廖仲恺 何香凝 纪念馆 约 0.89 公里,人物一 人物二 纪念馆 约  公里,1
TRAIN_SENT_ID_276325,岳灵珊,林平之,岳灵珊 与 师弟 林平之 相恋 ， 令狐冲 伤心 至极 ， 但 无可奈何 。,人物一 师弟 人物二 相恋  令狐冲 伤心 至极  无可奈何,1
TRAIN_SENT_ID_273207,秦香莲,陈世美,有时 ， 就 连 陈世美 也 得 随着 唱 几句 西皮 原板 ， 秦香莲 也 要 跟着 唱 几句 京剧 散板 。,人物二 唱 几句 西皮 原板  人物一 跟着 唱 几句 京剧 散板,1
TRAIN_SENT_ID_262153,诸葛尚,诸葛瞻,对话 ： 张星 彩 – 甘宁 诸葛尚 – 糜照 （ 和 甘宁 单挑 事件 完后 ） 诸葛瞻 – 陆抗,对话  张星 彩  甘宁 人物一  糜照  甘宁 单挑 事件 完后  人物二  陆抗,-1
TRAIN_SENT_ID_277855,张无忌,张翠山,杨逍 、 纪晓芙 之恋 ， 和 一 开始 的 张翠山 、 殷素素 之恋 前后 相 辉映 ， 和 张无忌 、 赵敏之 恋 前后 相 呼应 。,杨逍  纪晓芙 之恋  人物二  殷素素 之恋 相 辉映  人物一  赵敏之 恋 相 呼应,-1
TRAIN_SENT_ID_276165,苏蕙,窦滔,或云起 自 窦滔 妻 苏蕙 ， 于锦 上 织成 文 ， 顺读 与 倒 读皆成 诗句 。,或云起 人物二 妻 人物一  于锦 织成 文  顺读 倒 读皆成 诗句,1
TRAIN_SENT_ID_254119,霍启刚,郭晶晶,霍启刚 的 绅士风度 也 让 郭晶晶 很 受用 。,人物一 绅士风度 人物二 受用,1
TRAIN_SENT_ID_263328,胡亥,秦始皇,偷梁换柱 得逞 后 ， 赵高 以 胜利者 的 姿态 回到 了 咸阳 ， 随后 向 天下 宣布 了 秦始皇 驾崩 的 消息 ， 胡亥 宣布 即 皇帝 位 ， 称 秦二世 。,偷梁换柱 得逞  赵高 胜利者 姿态 回到 咸阳  天下 宣布 人物二 驾崩 消息  人物一 宣布 皇帝 位  称 秦二世,-1
TRAIN_SENT_ID_265693,贾环,贾政,第十回 贾环 谗言 进 贾政 宝玉 横祸 遭 毒打,第十回 人物一 谗言 进 人物二 宝玉 横祸 遭 毒打,-1
TRAIN_SENT_ID_277833,郭芙蓉,吕青柠,所使 武功 ： 沙场 点兵 ； 芙蓉 惊涛 掌 ； 使用 招数 ： 惊涛骇浪 （ 注 ： 郭芙蓉 的 为 排山倒海 ， 吕青柠 的 为 大浪淘沙 ）,所使 武功  沙场 点兵  芙蓉 惊涛 掌  使用 招数  惊涛骇浪  注  人物一 排山倒海  人物二 大浪淘沙,-1
TRAIN_SENT_ID_264142,刘备,孙尚香,刘备 可以 放 孙尚香 。,人物一 放 人物二,1
TRAIN_SENT_ID_276710,刘梅,夏东海,刘梅 觉得 事情 重大 ， 决定 阻止 马军 的 鲁莽 行为 ， 她 一方面 让 夏东海 去 找 马军 的 妈妈 ， 一方面 不动声色 地 稳住 马军 。,人物一 觉得 事情 重大  决定 阻止 马军 鲁莽 行为  人物二 找 马军 妈妈  不动声色 稳住 马军,1
TRAIN_SENT_ID_276328,岳灵珊,林平之,一 、 林平之 是否 爱过 岳灵珊 ？,人物二 是否 爱过 人物一,1
TRAIN_SENT_ID_257367,贾珍,尤氏,1 、 贾珍 — — 尤氏 ： 银蝶 儿 万儿 来升 喜儿 寿儿 栓儿,人物一   人物二  银蝶 万儿 来升 喜儿 寿儿 栓儿,1
TRAIN_SENT_ID_259327,刘备,刘禅,他 辅佐 刘备 、 刘禅 创建 了 蜀国 ， 自 任 丞相 。,辅佐 人物一  人物二 创建 蜀国  丞相,-1
TRAIN_SENT_ID_268077,樊梨花,薛丁山,第七 台 薛丁山 与 樊梨花 。,第七 台 人物二 人物一,1
TRAIN_SENT_ID_258710,刘禅,刘备,《 遗诏 敕後主 》 是 蜀汉 先主 刘备 写给 后主 刘禅 的 遗诏 之一 ， 出自 《 蜀志 · 先主 传 》 。,遗诏 敕後主  蜀汉 先主 人物二 写给 后主 人物一 遗诏  出自  蜀志  先主 传,-1
TRAIN_SENT_ID_272991,吴晗,袁震,吴晗 深知 ， 这种 不 愉快 的 见面 只会 加深 双方 的 痛苦 ， 他 只得 违心 地 声称 ， 袁震 的 健康 大有起色 ， 刚刚 动身 到 外地 疗养 去 了 。,人物一 深知  这种 愉快 见面 只会 加深 双方 痛苦  只得 违心 声称  人物二 健康 大有起色  刚刚 动身 外地 疗养,1
TRAIN_SENT_ID_270925,贾午,韩寿,其女 贾午 为 韩寿 先 戏弄 后 婚娶 。,其女 人物一 人物二 先 戏弄 婚娶,1
TRAIN_SENT_ID_273411,杨乐乐,汪涵,照片 里 初为人 父母 的 汪涵 杨乐乐 幸福 满满 ， 彼此 深情 对 望 。,照片 里 初为人 父母 人物二 人物一 幸福 满满  深情,1
TRAIN_SENT_ID_259422,贾兰,李纨,089 、 梦 功名 贾兰 拾 青紫 博花 诰 李纨 负 虚名,梦 功名 人物一 拾 青紫 博花 诰 人物二 负 虚名,-1
TRAIN_SENT_ID_262995,熊美玲,林秋离,No.122 从不 为 自己 活 林秋离 熊美玲 童安格,从不 活 人物二 人物一 童安格,1
TRAIN_SENT_ID_286192,段承根,段晖,《 魏书 》 卷 五十二 《 段承根 传 》 又称 泰山 神 有子 与 段晖 同学 。,魏书  卷 五十二  人物一 传  又称 泰山 神 有子 人物二 同学,-1
TRAIN_SENT_ID_273422,杨乐乐,汪涵,玫瑰 之约 主持 阵容 : 金晓琳 、 冯祺 、 郑慧琳 、 仇晓 、 汪涵 、 杨乐乐 。,玫瑰 之约 主持 阵容  金晓琳  冯祺  郑慧琳  仇晓  人物二  人物一,1
TRAIN_SENT_ID_277553,柴绍,平阳公主,卷 五十八 列传 第八 唐俭 、 长孙顺德 、 刘弘基 、 殷峤 、 刘政会 、 柴绍 （ 平阳公主 、 马三宝 附 ） 、 武士彟 （ 长兄 武士棱 、 次兄 武士 逸 ）,卷 五十八 列传 第八 唐俭  长孙顺德  刘弘基  殷峤  刘政会  人物一  人物二  马三宝 附   武士彟  长兄 武士棱  次兄 武士 逸,1
TRAIN_SENT_ID_258649,刘禅,刘备,刘备 死 ， 受托 辅助 后主 刘禅 。,人物二 死  受托 辅助 后主 人物一,-1
TRAIN_SENT_ID_272376,夏紫薇,夏雨荷,夏紫薇 / 夏雨荷,人物一  人物二,-1
TRAIN_SENT_ID_276016,贾午,贾充,贾充 没 办法 ， 抓 了 贾午 身边 的 奴婢 拷问 才 得知 事实 。,人物二 没 办法  抓 人物一 身边 奴婢 拷问 得知 事实,-1
TRAIN_SENT_ID_268490,曹襄,卫长公主,主角 : 陈雪 阑 | 霍去病 配角 : 静宁 | 萧策 | 曹襄 | 窦太主 | 陈阿娇 | 刘彻 | 卫长公主 … …,主角  陈雪 阑  霍去病 配角  静宁  萧策  人物一  窦太主  陈阿娇  刘彻  人物二,1
TRAIN_SENT_ID_271364,何泽慧,钱三强,在 高能 所 工作 期间 ， 他 有幸 接触 过 钱三强 、 王淦昌 、 赵忠尧 、 张文裕 、 何泽慧 等 一大批 著名 科学家 。,高能 工作 期间  有幸 接触 人物二  王淦昌  赵忠尧  张文裕  人物一 一大批 著名 科学家,1
TRAIN_SENT_ID_260443,严嵩,严世蕃,严嵩 和 严世蕃 每陷 仇家 ， 就 把 仇家 的 男孩 夺 来 作为 娈童 ， 百般 侮辱 ， 进行 * 河蟹 * 。,人物一 人物二 每陷 仇家  仇家 男孩 夺 娈童  百般 侮辱  进行  河蟹,-1
TRAIN_SENT_ID_262883,熊美玲,林秋离,No.164 爱 你 卡多 林秋离 熊美玲,爱 卡多 人物二 人物一,1
TRAIN_SENT_ID_255811,蒋介石,宋美龄,第二篇 壬子 “ 家变 ” — — 宋美龄 逼宫 蒋介石 气 极,第二篇 壬子  家变    人物二 逼宫 人物一 气 极,1
TRAIN_SENT_ID_285092,彭羚,林海峰,"在 音乐创作 上 ， 亚 里安 曾 与 林海峰 , 彭羚 , 杨千嬅 ， 陈珊妮 , 苏慧伦 , 郭富城 , 李克勤 , 梅艳芳 , 梁汉文 , 郑伊健 ， 黄耀明 等 歌手 合作 。",音乐创作  亚 里安 人物二  人物一  杨千嬅  陈珊妮  苏慧伦  郭富城  李克勤  梅艳芳  梁汉文  郑伊健  黄耀明 歌手 合作,1
TRAIN_SENT_ID_276417,秦始皇,秦庄襄王,蒙骜 历仕 秦昭襄 王 、 秦孝文王 、 秦庄襄王 、 秦始皇 四朝 ， 数次 率军 出征 ， 屡立 战功 。,蒙骜 历仕 秦昭襄 王  秦孝文王  人物二  人物一 四朝  数次 率军 出征  屡立 战功,-1
TRAIN_SENT_ID_256272,孙尚香,刘备,孙尚香 知 刘备 去世 ， 跳江 殉夫 。,人物一 知 人物二 去世  跳江 殉夫,1
TRAIN_SENT_ID_272664,段延庆,段誉,第一百 一 十五章 段延庆 VS 段誉 【 二 更 】,第一百 十五章 人物一  人物二  二 更,-1
TRAIN_SENT_ID_285432,汝宁公主,陆贤,陆仲亨 亲属 成员 : 子 ： 陆贤 ， 汝宁公主 授 驸马 都尉 。,陆仲亨 亲属 成员  子  人物二  人物一 授 驸马 都尉,1
TRAIN_SENT_ID_260304,穆桂英,杨宗保,编剧 穆桂英 杨宗保 大破 天门 阵 ( 1957 ) ....,编剧 人物一 人物二 大破 天门 阵,1
