sent_id,entity1,entity2,sent,processed_sent,label,sent_id.1
TRAIN_SENT_ID_286740,王东岳,谭薇,主持人 为 小燕子 姐姐 （ 谭薇 ） 、 E 哥 （ 王东岳 ） 、 T 哥 （ 杜海涛 ） 、 小虎 哥哥 ( 张德 星 ) 。,主持人 小燕子 姐姐  人物二    哥  人物一    哥  杜海涛   小虎 哥哥  张德 星,1,
TRAIN_SENT_ID_268131,樊梨花,薛丁山,3 剧情 介绍 : 《 薛丁山 与 樊梨花 》 唐朝 薛府 当家的 薛仁贵 元帅 ， 脾气 可说是 又 硬 又 臭 ， 剧照 ( 14 张 ),剧情 介绍   人物二 人物一  唐朝 薛府 当家的 薛仁贵 元帅  脾气 可说是 硬 臭  剧照   张,1,
TRAIN_SENT_ID_262332,汪精卫,陈璧君,久而久之 ， 陈璧君 大事 小事 均 要 插手 过问 ， 汪精卫 在政治上 的 不少 行动 与 想法 ， 就是 出自 陈璧君 的 主意 。,久而久之  人物二 大事 小事 均 插手 过问  人物一 在政治上 不少 行动 想法  出自 人物二 主意,1,
TRAIN_SENT_ID_255898,蒋介石,宋美龄,“ 美龄 小学 ” 美名 远扬 : 1931 年 ， 蒋介石 、 宋美龄 来 汤山 沐浴 。,美龄 小学  美名 远扬   年  人物一  人物二 汤山 沐浴,1,
TRAIN_SENT_ID_278163,赵姨娘,贾政,贾政 在 旁 听见 这些 话 ， 心里 越发 着急 ， 忙 喝 退 了 赵姨娘 ， 委宛 劝解 了 一番 。,人物二 旁 听见 话  心里 越发 着急  忙 喝 退 人物一  委宛 劝解 一番,1,
TRAIN_SENT_ID_267559,慕容令,慕容垂,慕容垂 被 逼 无奈 ， 与 妻 段氏 、 慕容令 、 慕容宝 、 慕容农 、 慕容楷 及兰建 、 高弼 等 西奔 前秦 。,人物二 逼 无奈  妻 段氏  人物一  慕容宝  慕容农  慕容楷 及兰建  高弼 西奔 前秦,-1,
TRAIN_SENT_ID_281867,张末,张艺谋,这时 的 张艺谋 正在 乌克兰 拍摄 《 十面埋伏 》 ， 得知 这一 情况 后 ， 张末 和托 维 直接 从 美国 飞 到 乌克兰 。,人物二 正在 乌克兰 拍摄  十面埋伏   得知 这一 情况  人物一 和托 维 直接 美国 飞 乌克兰,-1,
TRAIN_SENT_ID_267466,成安公主,东光公主,东光 （ 东光公主 ） ： 成安公主 女 韦氏 。,东光  人物二   人物一 女 韦氏,-1,
TRAIN_SENT_ID_253692,沈浪,朱七七,快活 王 的 义子 熊猫儿 在 追踪 误上 花轿 的 朱七七 时 ， 与 沈浪 在 云梦 轩 相遇 ， 并 结交 成 朋友 。,快活 王 义子 熊猫儿 追踪 误上 花轿 人物二 时  人物一 云梦 轩 相遇  结交 成 朋友,1,
TRAIN_SENT_ID_284881,柳原爱子,明治天皇,其妹 柳原爱子 （ 柳原 二位 局 · 追赠 从 一位 ） 是 明治天皇 的 典侍 （ 天皇 的 后宫 妃嫔 ） 、 大 正 天皇 的 生母 ， 前光 也 因此 成为 名副其实 的 国舅 。,其妹 人物一  柳原 二位 局  追赠 一位  人物二 典侍  天皇 后宫 妃嫔   正 天皇 生母  前光 成为 名副其实 国舅,1,
TRAIN_SENT_ID_260339,穆桂英,杨宗保,《 杨宗保 与 穆桂英 》,人物二 人物一,1,
TRAIN_SENT_ID_282482,宇文成都,宇文化及,和 大 奸臣 宇文化及 不共戴天 的 靠山 王 杨林 闻讯 急忙 赶来 探视 ， 见到 宇文成都 惨状 ， 为 之 放声 痛哭 。,奸臣 人物二 不共戴天 靠山 王 杨林 闻讯 急忙 赶来 探视  见到 人物一 惨状  放声 痛哭,-1,
TRAIN_SENT_ID_283211,李大仁,程又青,9 、 李大仁 在 跟 程又青 修成 正果 之前 ， 也 是 以 蓝颜 的 姿态 一直 守护 在 她 身旁 的 。,人物一 人物二 修成 正果 之前  蓝颜 姿态 一直 守护 身旁,1,
TRAIN_SENT_ID_279050,陈昊苏,陈毅,《 陈毅 诗选 》 是 2011 年 外语教学与研究出版社 出版 的 图书 ， 作者 是 陈昊苏 。,人物二 诗选   年 外语教学与研究出版社 出版 图书  作者 人物一,-1,
TRAIN_SENT_ID_268855,夏雪,刘梅,《 双喜临门 》 ： 夏雪 比赛 获奖 ， 刘梅 领了 奖金 ， 夏家 可谓 双喜临门 。,双喜临门   人物一 比赛 获奖  人物二 领了 奖金  夏家 可谓 双喜临门,-1,
TRAIN_SENT_ID_271910,阎婆惜,宋江,花荣 搭救 宋江 : 花荣听 说 宋江 杀 了 阎婆惜 后 便 屡屡 寄书 希望 宋江 前来 清风 山 暂住 。,花荣 搭救 人物二  花荣听 说 人物二 杀 人物一 便 屡屡 寄书 希望 人物二 前来 清风 山 暂住,1,
TRAIN_SENT_ID_256322,孙尚香,刘备,刘备 和 孙尚香,人物二 人物一,1,
TRAIN_SENT_ID_275063,朱七七,沈浪,朱七七 的 家境 是 幸福 的 ， 沈浪 则 消化 了 幼年 的 黑暗 。,人物一 家境 幸福  人物二 消化 幼年 黑暗,1,
TRAIN_SENT_ID_262668,况天佑,马小玲,最终 ， 诸事 了结 马小玲 与 况天佑 一起 进入 盘古 圣地 不再 被 凡 尘俗 事 打扰 。,最终  诸事 了结 人物二 人物一 一起 进入 盘古 圣地 不再 尘俗 事 打扰,1,
TRAIN_SENT_ID_254196,邢夫人,贾赦,3.1 . 贾赦 生 贾琏 ( 不是 邢夫人 所 生 ) 、 贾迎春 ( 庶出 ) ；,人物二 生 贾琏  人物一 生   贾迎春  庶出,1,
TRAIN_SENT_ID_263492,梅葆玖,梅兰芳,由 梅葆玖 带领 弟子 胡文阁 等 的 北京京剧院 梅兰芳 京剧团 在 华北电力大学 为 师生 演出 梅派 经典 剧目 《 宇宙 锋 》 。,人物一 带领 弟子 胡文阁 北京京剧院 人物二 京剧团 华北电力大学 师生 演出 梅派 经典 剧目  宇宙 锋,-1,
TRAIN_SENT_ID_252217,秦嘉,徐淑,夫妻 诗人 秦嘉 、 徐淑 / 65,夫妻 诗人 人物一  人物二,1,
TRAIN_SENT_ID_249434,后稷,姜嫄,兄弟 ： 弃 ， 即 后稷 ， 姜嫄 生 ， 被 周 族人 认作 是 其 始祖 ， 后人 尊 为 谷神 。,兄弟  弃  人物一  人物二 生  周 族人 认作 始祖  后人 尊 谷神,-1,
TRAIN_SENT_ID_276813,唐姬,刘发,刘发 的 毋亲 唐姬 ， 原来 是 汉景帝 程姬 的 侍女 。,人物二 毋亲 人物一  原来 汉景帝 程姬 侍女,-1,
TRAIN_SENT_ID_260674,李莎,李立三,李立三 给 她 取 了 个 中国 名字 ： 李莎,人物二 取 中国 名字  人物一,1,
TRAIN_SENT_ID_269201,陆雪琪,张小凡,小白 救出 周一 仙 等 人 ， 恰 电视剧 版 张小凡 时 陆雪琪 赶到 ， 救出 田不易 ， 巫 妖 把 天火 的 秘密 告诉 小白 ， 各自 离开 。,小白 救出 周一 仙  恰 电视剧 版 人物二 时 人物一 赶到  救出 田不易  巫 妖 天火 秘密 告诉 小白  离开,1,
TRAIN_SENT_ID_262800,熊美玲,林秋离,No.126 情海 网中人 （ 台语 ） 林秋离 熊美玲 江蕙,情海 网中人  台语  人物二 人物一 江蕙,1,
TRAIN_SENT_ID_262906,熊美玲,林秋离,03 . 谁 若 爱 你 比 我 多 词 ： 林秋离 曲 ： 熊美玲,爱 词  人物二 曲  人物一,1,
TRAIN_SENT_ID_260670,李莎,李立三,李立三 、 李莎 诀别 ， 他 劝 李莎 ： “ 多多保重 ！ ”,人物二  人物一 诀别  劝 人物一   多多保重,1,
TRAIN_SENT_ID_264469,吴健雄,袁家骝,“ 吴健雄 、 袁家骝 ” 科学奖 （ 2001 ） ；,人物一  人物二  科学奖,1,
TRAIN_SENT_ID_274847,晏几道,晏殊,字叔原 ， 号 小 晏几道 山 ， 抚州 临川 （ 今属 江西 ） 人 ， 晏殊 第七 子 。,字叔原  号 人物一 山  抚州 临川  今属 江西   人物二 第七 子,-1,
TRAIN_SENT_ID_259306,刘备,刘禅,宋代 祝穆 《 方舆 胜览 》 云 “ 先主 刘备 ) 征之不起 ， 就 封为 逍遥 公 ” ， “ 刘禅 易其宅 为 长生 观 ” 。,宋代 祝穆  方舆 胜览  云  先主 人物一  征之不起  封为 逍遥 公    人物二 易其宅 长生 观,-1,
TRAIN_SENT_ID_258377,张兆和,沈从文,自传 集 编辑 推荐 : 这次 别集 版本 是 自 张兆和 沈虎雏 等 作者 家属 ， 以及 沈从文 研究 专家 亲自 编选 以来 首次 精装 出版 ， 极具 收藏 意义 。,自传 集 编辑 推荐  别集 版本 人物一 沈虎雏 作者 家属  人物二 研究 专家 亲自 编选 首次 精装 出版  极具 收藏 意义,1,
TRAIN_SENT_ID_265658,袁泉,夏雨,《 上海 伦巴 》 全国 公映 夏雨 袁泉 告别 银幕 情侣,上海 伦巴  全国 公映 人物二 人物一 告别 银幕 情侣,1,
TRAIN_SENT_ID_265011,刘星,刘梅,刘星 在 气愤 之余画 了 讽刺 刘梅 的 漫画 ， 并 在 《 京城 少年 》 杂志 上 发表 了 ， 刘星 顿时 成 了 焦点人物 。,人物一 气愤 之余画 讽刺 人物二 漫画   京城 少年  杂志 发表  人物一 顿时 成 焦点人物,-1,
TRAIN_SENT_ID_249452,后稷,姜嫄,后稷 是 周 民族 的 初祖 ， 为 姜嫄 所 生 ， 其 出生 有 一些 神话 色彩 ， 《 大雅 · 生民 》 记载 较为 详细 。,人物一 周 民族 初祖  人物二 生  出生 神话 色彩   大雅  生民  记载 较为 详细,-1,
TRAIN_SENT_ID_268104,樊梨花,薛丁山,第十七回 痴情女 沉浸 新婚夜 薛丁山 一打 樊梨花,第十七回 痴情女 沉浸 新婚夜 人物二 一打 人物一,1,
TRAIN_SENT_ID_251229,廖仲恺,何香凝,第二次 探望 时 ， 何香凝 带上 剪刀 ， 把 廖仲恺 的 脏 衣服 从 背后 剪下来 ， 再 换上 干净 衣服 。,第二次 探望 时  人物二 带上 剪刀  人物一 脏 衣服 背后 剪下来  换上 干净 衣服,1,
TRAIN_SENT_ID_284744,陆立鼎,陆二娘,但 在 1995 年 古天乐 版 的 《 神雕侠侣 》 中 ， 陆展元 却成 了 陆无双 的 爹 ， 何沅君 成 了 陆无双 的 娘 ， 陆立鼎 和 陆二娘 均 未 提及 。,年 古天乐 版  神雕侠侣  中  陆展元 却成 陆无双 爹  何沅君 成 陆无双 娘  人物一 人物二 均 未 提及,1,
TRAIN_SENT_ID_270440,关平,关羽,"走进 关 圣殿 中 , 重塑 的 关羽 像 气势 威武 , 周仓 扶 青龙 偃月 刀 、 关平 捧 大印 站立 左右 。",走进 关 圣殿 中  重塑 人物二 气势 威武  周仓 扶 青龙 偃月 刀  人物一 捧 大印 站立 左右,-1,
TRAIN_SENT_ID_268181,樊梨花,薛丁山,飞鸣 越剧团 于 苏州 新艺 剧院 演出 《 薛丁山 与 樊梨花 》 。,飞鸣 越剧团 苏州 新艺 剧院 演出  人物二 人物一,1,
TRAIN_SENT_ID_285408,花牵牛,李靖,180 年前 ， 玉帝 派 托塔 天王 李靖 来 收伏 花牵牛 ， 却 被 花牵牛 所 擒 ， 便 由此 产生 一段 孽缘 。,年前  玉帝 派 托塔 天王 人物二 收伏 人物一  人物一 擒  便 产生 一段 孽缘,1,
TRAIN_SENT_ID_255901,蒋介石,宋美龄,其实 ， 蒋介石 并非 不爱 经国 ， 而是 唯恐 表现 得 过于 急切 ， 反令 经国 遭 宋美龄 的 忌恨 。,其实  人物一 不爱 经国  唯恐 表现 过于 急切  反令 经国 遭 人物二 忌恨,1,
TRAIN_SENT_ID_277913,霍中曦,郭晶晶,霍中曦 最新消息 : 郭晶晶 与 霍启刚 的 “ 晶刚 宝宝 ” 诞生 以来 备受瞩目 。,人物一 最新消息  人物二 霍启刚  晶刚 宝宝  诞生 备受瞩目,-1,
TRAIN_SENT_ID_270675,赵宏博,申雪,赛后 赵宏博 跪地 向 申雪 公开 求婚 ， 这 对 有情人终 于 在 牵手 了 15 年 之后 走到 了 一起 。,赛后 人物一 跪地 人物二 公开 求婚  有情人终 牵手  年 之后 走到 一起,1,
TRAIN_SENT_ID_262745,熊美玲,林秋离,No.21 什么 都 不留 林秋离 熊美玲 蔡幸娟,不留 人物二 人物一 蔡幸娟,1,
TRAIN_SENT_ID_263313,胡亥,秦始皇,比如 秦朝 时 ， “ 亡 秦者 胡 ” ， 秦始皇 误以为 说 的 是 匈奴 ， 于是 命 蒙恬 率 30 万 大军 北击 匈奴 ， 后来 历史 表明 ， “ 亡 秦者 胡 ” 指 的 是 胡亥 。,秦朝 时   亡 秦者 胡   人物二 误以为 说 匈奴  命 蒙恬 率  万 大军 北击 匈奴  后来 历史 表明   亡 秦者 胡  指 人物一,-1,
TRAIN_SENT_ID_265927,杨绛,钱钟书,朱云 乔 《 钱钟书 与 杨绛 的 百年 围城 》 : 钱钟书 与 杨绛 的 百年 围城,朱云 乔  人物二 人物一 百年 围城   人物二 人物一 百年 围城,1,
TRAIN_SENT_ID_270379,关平,关羽,关羽 收 关平 为 义子 。,人物二 收 人物一 义子,-1,
TRAIN_SENT_ID_256353,孙尚香,刘备,因为 刘备 做 了 皇帝 ， 孙尚香 理应 称 娘娘 ， 这座 庙 也 被 称为 娘娘庙 。,人物二 做 皇帝  人物一 理应 称 娘娘  这座 庙 称为 娘娘庙,1,
TRAIN_SENT_ID_276346,岳灵珊,林平之,在 大 车上 ， 林平之 劝 岳灵珊 离 他 而 去 ， 改嫁 给 令狐冲 ， 不惜 抹黑 自己 并 暴露 最 难以启齿 的 自宫 秘密 。,车上  人物二 劝 人物一  改嫁 令狐冲  不惜 抹黑 暴露 难以启齿 自宫 秘密,1,
TRAIN_SENT_ID_287093,吕远洋,古力,那 是 古力 和 吕远洋 第一次 同时 出现 在 公众 面前 ， 也 是 目前 唯一 的 一次 。,人物二 人物一 第一次 出现 公众 面前  目前 唯一 一次,1,
TRAIN_SENT_ID_264765,张欣,潘石屹,北京市 搜候 中国 城市 文化 基金会 领导成员 : 中国 基金会 结构 秘书长 ： 许洋 委员 ： 潘石屹 、 张欣 、 闫岩 、 苏鑫 、 卫东 、 丁非 怡 、 徐晋,北京市 搜候 中国 城市 文化 基金会 领导成员  中国 基金会 结构 秘书长  许洋 委员  人物二  人物一  闫岩  苏鑫  卫东  丁非 怡  徐晋,1,
TRAIN_SENT_ID_285829,陈雅薷,陈浩民,本期 ， 陈浩民 、 陈雅薷 等 人 勇闯 麦 咭 城堡,本期  人物二  人物一 勇闯 麦 咭 城堡,-1,
TRAIN_SENT_ID_271349,何泽慧,钱三强,钱三强 与 何泽慧 作者简介 : 祁淑英 ， 是 中国作协 会员 。,人物二 人物一 作者简介  祁淑英  中国作协 会员,1,
TRAIN_SENT_ID_273968,白素,卫斯理,得悉 此事 后 ， 卫斯理 离开 马赛港 ， 并 把 在 海中 的 事 一一 告诉 白素 和 穆秀珍 等 人 。,得悉 此事  人物二 离开 马赛港  海中 事 一一 告诉 人物一 穆秀珍,1,
TRAIN_SENT_ID_272282,金正恩,金正日,在 美国 居住 超过 10 年 的 朝鲜 领导人 金正恩 的 姨 金正日 家庭 照妈 高英淑 （ KoYong - Suk ） 获得 了 美国 政治 庇护 。,美国 居住 超过  年 朝鲜 领导人 人物一 姨 人物二 家庭 照妈 高英淑      获得 美国 政治 庇护,-1,
TRAIN_SENT_ID_284126,福喜,周润发,这 名叫 “ 福喜 ” 的 女子 ， 因 演出 中国 歌手 阿木 的 新歌 MV ， 就 被 指为 是 周润发 的 私生女 。,名叫  人物一  女子  演出 中国 歌手 阿木 新歌   指为 人物二 私生女,-1,
TRAIN_SENT_ID_281766,李价,李臻,李价 生有 一子济 国公 李臻 。,人物一 生有 一子济 国公 人物二,-1,
TRAIN_SENT_ID_270907,贾午,韩寿,贾充 只好 顺水推舟 ， 把 女儿 贾午 许配给 了 韩寿 。,贾充 只好 顺水推舟  女儿 人物一 许配给 人物二,1,
TRAIN_SENT_ID_278367,周韵,姜文,其实 早 在 拍摄 《 天地英雄 》 时 ， 姜文 与 周韵 就 传出 绯闻 。,其实 早 拍摄  天地英雄  时  人物二 人物一 传出 绯闻,1,
TRAIN_SENT_ID_268057,樊梨花,薛丁山,\ 《 薛丁山 与 樊梨花 》,人物二 人物一,1,
TRAIN_SENT_ID_267364,许志安,郑秀文,香港 王牌 经纪人 ， 由 李进 捧 红 的 艺人 ， 包括 梅艳芳 、 黎明 、 郑秀文 、 许志安 、 陈奕迅 等 人 。,香港 王牌 经纪人  李进 捧 红 艺人  包括 梅艳芳  黎明  人物二  人物一  陈奕迅,1,
TRAIN_SENT_ID_259180,刘备,刘禅,甘夫人 Q ： 如果 我 在 发动 【 甘夫人 】 的 技能 “ 淑慎 ” 时 ， 在 牌 堆 中 没有 找到 【 刘备 】 或 【 刘禅 】 ， 那么 我 还 需要 将牌 堆 洗 混 吗 ？,甘夫人   发动  甘夫人  技能  淑慎  时  牌 堆 中 没有 找到  人物一   人物二   需要 将牌 堆 洗 混,-1,
TRAIN_SENT_ID_283148,班淑娴,何太冲,他 在 半空中 转过 头来 ， 只见 何太冲 和 班淑娴 的 两 柄 长剑 并排 插 在 鲜于通 胸口 。,半空中 转过 头来  只见 人物二 人物一 两 柄 长剑 并排 插 鲜于通 胸口,1,
TRAIN_SENT_ID_262131,刘翔,葛天,2015 - 03 - 25 期 ： 超能 大星 探 之 刘翔 葛天 婚后 分居 生活 各自 精彩,期  超能 大星 探 人物一 人物二 婚后 分居 生活 精彩,1,
TRAIN_SENT_ID_256240,孙尚香,刘备,吴 王宫 后花园 : 吴 王宫 后花园 ， 左边 是 当年 刘备 、 孙尚香 练剑习 武 的 水榭 ， 后宫 底层 是 孙权 的 议事厅 、 书房 及 膳房 。,吴 王宫 后花园  吴 王宫 后花园  左边 当年 人物二  人物一 练剑习 武 水榭  后宫 底层 孙权 议事厅  书房 膳房,1,
TRAIN_SENT_ID_251233,廖仲恺,何香凝,何香凝 《 孙中山 与 廖仲恺 》 ： “ 以前 一时 投机 依附 革命 的 军阀 都 同 袁世凯 勾结 起来 ， 反戈 进攻 革命政权 。 ”,人物二  孙中山 人物一    以前 一时 投机 依附 革命 军阀 袁世凯 勾结 起来  反戈 进攻 革命政权,1,
TRAIN_SENT_ID_252220,秦嘉,徐淑,徐淑 《 报 秦嘉 书 》 ： “ 镜有 文彩 之丽 ， 钗 有 殊异 之观 。 ”,人物二  报 人物一 书    镜有 文彩 之丽  钗 殊异 之观,1,
TRAIN_SENT_ID_266238,钱学森,蒋英,她 还 送给 钱学森 一本 唐诗 ， 钱学森 把 它 当作 珍贵 的 礼物 带到 了 美国 蒋英 、 钱学森 和 孩子 合影 。,送给 人物一 一本 唐诗  人物一 当作 珍贵 礼物 带到 美国 人物二  人物一 孩子 合影,1,
TRAIN_SENT_ID_268802,张翠山,张无忌,进而 ， 张无忌 作为 武当 名侠 张翠山 与 天鹰 教 “ 妖女 ” 殷素素 的 儿子 ， 他 身上 流动 着 的 血脉 也 是 正 、 邪 两派 的 中 和 。,人物二 武当 名侠 人物一 天鹰 教  妖女  殷素素 儿子  身上 流动 血脉 正  邪 两派 中,-1,
TRAIN_SENT_ID_272959,吴晗,袁震,如果说 胡适 对 吴晗 的 影响 主要 是 学术 上 的 ， 那么 袁震 不仅 有 学术 上 ， 更 有 思想 上 的 ， 她 的 影响 比 胡适 更为 深远 和 有力 。,如果说 胡适 人物一 影响 主要 学术  人物二 学术  更 思想  影响 胡适 更为 深远 有力,1,
TRAIN_SENT_ID_276895,罗启锐,张婉婷,罗启锐 、 张婉婷 《 玻璃 之 城 》,人物一  人物二  玻璃 城,1,
TRAIN_SENT_ID_269204,陆雪琪,张小凡,众人 皆 要 惩治 手持 邪物 的 张小凡 时 ， 不想 ， 平时 寡言 的 陆雪琪 ， 却 冒死 站 出来 ， 为 张小凡 求情 ， 并 以 性命 为 担保 ， 令 张小凡 深 为 感动 。,众人 皆 惩治 手持 邪物 人物二 时  不想  平时 寡言 人物一  冒死 站  人物二 求情  性命 担保  令 人物二 深 感动,1,
TRAIN_SENT_ID_275131,朱七七,沈浪,朱七七 比 熊猫儿 更气 ， 更恨 ： 「 这 老狐狸 ， 竟连 称呼 都 改 了 ， 这么 大 年纪 ， 居然 还 自称 『 贱妾 』 ， 居然 还 和 沈浪 ‘ 咱们 … …,人物一 熊猫儿 更气  更恨   老狐狸  竟连 称呼 改  年纪  居然 自称  贱妾   居然 人物二,1,
TRAIN_SENT_ID_262755,熊美玲,林秋离,No.166 爱到 抹 冻 爱 （ 台语 ） 林秋离 熊美玲 江蕙,爱到 抹 冻 爱  台语  人物二 人物一 江蕙,1,
TRAIN_SENT_ID_278678,叶一茜,田亮,2011 - 06 - 16 送上 甜蜜 祝福 赢取 田亮 叶一茜 签名 礼物,送上 甜蜜 祝福 赢取 人物二 人物一 签名 礼物,1,
TRAIN_SENT_ID_263221,胡亥,秦始皇,个 中 原因 自然 有 赵高 、 李斯 与 胡亥 的 谋 篡 ， 可 最终 原因 ， 要 归于 秦始皇 自己 。,中 原因 自然 赵高  李斯 人物一 谋 篡  最终 原因  归于 人物二,-1,
TRAIN_SENT_ID_284082,乔晓溪,郁文,乔晓溪 ， 原 中共 中央政治局常委 乔石 和 郁文 的 小女儿 。,人物一  原 中共 中央政治局常委 乔石 人物二 小女儿,-1,
TRAIN_SENT_ID_279047,陈昊苏,陈毅,链接 陈昊苏 之 父 陈毅 ： 与 孩子 交流 的 艺术,链接 人物一 父 人物二  孩子 交流 艺术,-1,
TRAIN_SENT_ID_255174,熊狂,熊绎,熊丽 生 熊狂 ， 熊 狂生 熊绎 。 ”,熊丽 生 人物一  熊 狂生 人物二,-1,
TRAIN_SENT_ID_257173,孙秀青,西门吹雪,虽然 西门吹雪 延战 一个月 以 安顿 孙秀青 和 他 未 出世 的 孩子 ， 但 他 还是 要 去 决战 。,人物二 延战 一个月 安顿 人物一 未 出世 孩子  决战,1,
TRAIN_SENT_ID_275448,董祀,蔡文姬,为 使 蔡文姬 尽快 从 悲感 情绪 中 走出 ， 曹操 夫妇 精心 为 蔡文姬 安排 了 一场 婚姻 — — 新郎 是 比 蔡文姬 年少 12 岁 的 董祀 。,人物二 尽快 悲感 情绪 中 走出  曹操 夫妇 精心 人物二 安排 一场 婚姻   新郎 人物二 年少  岁 人物一,1,
TRAIN_SENT_ID_272820,谢烨,顾城,当 德国 向 顾城 发来 写作 邀请函 时 ， 谢烨 看到 了 自己 的 机会 。,德国 人物二 发来 写作 邀请函 时  人物一 看到 机会,1,
TRAIN_SENT_ID_266564,张无忌,殷素素,1346 张无忌 回 中原 ， 张三丰 虚岁 100 ， 张翠山 、 殷素素 自杀 。,人物一 回 中原  张三丰 虚岁   张翠山  人物二 自杀,-1,
TRAIN_SENT_ID_263124,毛福梅,蒋介石,清嘉庆 大 书法家 毛 玉佩 真迹 、 摩崖 石刻 、 蒋介石 发妻 毛福梅 故居 、 毛邦初 故居 等 景观 密集 ， 且 保存 完好 ， 维持 着 当初 的 风貌 。,清嘉庆 书法家 毛 玉佩 真迹  摩崖 石刻  人物二 发妻 人物一 故居  毛邦初 故居 景观 密集  保存 完好  维持 当初 风貌,1,
TRAIN_SENT_ID_258998,王熙凤,贾琏,贾琏 刚 和 王熙凤 说起 元妃 要 来 省亲 的 事 。,人物二 刚 人物一 说起 元妃 省亲 事,1,
TRAIN_SENT_ID_256448,刘禅,甘夫人,在 长阪 坡 的 恶战 中 ， 奋力 保护 刘禅 和 甘夫人 脱险 ； 刘备 西征 时期 ， 为 平定 益州 战 做出 贡献 。,长阪 坡 恶战 中  奋力 保护 人物一 人物二 脱险  刘备 西征 时期  平定 益州 战 做出 贡献,-1,
TRAIN_SENT_ID_266636,李国豪,李小龙,李国豪 去世 后 ， 制片商 们 又 把 注意力 全部 集中 在 李香凝 — — 这位 李小龙 惟一 的 后人 身上 。,人物一 去世  制片商 注意力 集中 李香凝   这位 人物二 惟一 后人 身上,-1,
TRAIN_SENT_ID_252323,文姜,鲁桓公,诗中前 两章 斥责 文姜 不该 返回 齐国 ， 后 两章 讥刺 鲁桓公 。,诗中前 两章 斥责 人物一 不该 返回 齐国  两章 讥刺 人物二,1,
TRAIN_SENT_ID_284968,林早早,于嘉,无独有偶 ， 于嘉 还 看不惯 林早早 呢 ， 一副 大 小姐 脾气 ， 动不动 就 抬杠 ， 有 什么 了不起 的 。,无独有偶  人物二 看不惯 人物一  一副 小姐 脾气  动不动 抬杠  了不起,1,
TRAIN_SENT_ID_260390,穆桂英,杨宗保,后来 刘金定 托 生成 穆桂英 ， 高君 保 转世 为 杨宗保 ， 可谓 是 两世 姻缘 。,后来 刘金定 托 生成 人物一  高君 保 转世 人物二  可谓 两世 姻缘,1,
TRAIN_SENT_ID_262891,熊美玲,林秋离,No.78 那个 人 对 你 好不好 林秋离 熊美玲,好不好 人物二 人物一,1,
TRAIN_SENT_ID_270676,赵宏博,申雪,2008 北京 奥运会 火炬手 选拔赛 火炬手 提名 : 濮存昕 、 申雪 、 赵宏博 、 孔祥瑞 、 王顺友 等 5 人获 首批 奥运会 火炬手 提名 。,北京 奥运会 火炬手 选拔赛 火炬手 提名  濮存昕  人物二  人物一  孔祥瑞  王顺友  人获 首批 奥运会 火炬手 提名,1,
TRAIN_SENT_ID_268613,潘金莲,武大郎,流言 里 说 幺 婶 是 潘金莲 、 老 刘是 西门庆 ， 幺 叔 是 武大郎 ， 而林 建设 是 幺 婶 勾引 的 武松 。,流言 里 说 幺 婶 人物一  老 刘是 西门庆  幺 叔 人物二  而林 建设 幺 婶 勾引 武松,1,
TRAIN_SENT_ID_270457,关平,关羽,后面 为 武财神 关羽 的 享殿 ， 内有 清代 文物 周仓 、 关平 造像 及 关羽 挂帅 封金 的 传奇 典故 。,后面 武财神 人物二 享殿  内有 清代 文物 周仓  人物一 造像 人物二 挂帅 封金 传奇 典故,-1,
TRAIN_SENT_ID_258982,王熙凤,贾琏,u 贾琏 （ 王熙凤 之夫 ， 谐音 “ 假廉 ” ， 无 廉耻 ）,人物二  人物一 之夫  谐音  假廉   廉耻,1,
TRAIN_SENT_ID_283008,孟扶摇,长孙无极,长孙无极 独一无二 : 良久 孟扶摇 闭 着眼 ， 把 了 把 他 的 肩骨 ， 埋怨 的 道 ： “ 这小 身板 怎么 搞 的 ， 好像 又 薄 了 ？,人物二 独一无二  良久 人物一 闭 着眼  肩骨  埋怨 道   这小 身板 搞  好像 薄,1,
TRAIN_SENT_ID_278974,刘令娴,徐悱,徐悱 妻 刘令娴 答外 诗二首,人物二 妻 人物一 答外 诗二首,1,
TRAIN_SENT_ID_248875,窦滔,苏蕙,十六 国时 前秦 苏蕙 因其夫 窦滔 被 徙 流沙 ， 而 织锦 为 《 回文 旋图 诗 》 以赠 。,十六 国时 前秦 人物二 因其夫 人物一 徙 流沙  织锦  回文 旋图 诗  以赠,1,
TRAIN_SENT_ID_286388,吕玲绮,吕布,吕玲绮 演义 列传 : 为 吕布 与 严氏 所生 之 女孩 。,人物一 演义 列传  人物二 严氏 所生 女孩,-1,
TRAIN_SENT_ID_274747,龙啸云,林诗音,李寻欢 之 表妹 ， 亦 是 他 青梅竹马 的 恋人 ， 但 李 为了 结拜 大哥 龙啸云 ， 将 林诗音 “ 送 ” 给 了 龙 ， 悲剧 由此 引发 … …,李寻欢 表妹  青梅竹马 恋人  李 结拜 大哥 人物一  人物二  送  龙  悲剧 引发,1,
